STATISTIČNA REGIJA;STAROSTNI RAZRED;MESEC;DATA
Pomurska;60+;2022M07;3022
Pomurska;60+;2022M08;3041
Pomurska;60+;2022M09;3069
Pomurska;60+;2022M10;3110
Pomurska;60+;2022M11;3145
Pomurska;60+;2022M12;3177
Pomurska;60+;2023M01;3035
Pomurska;60+;2023M02;3052
Pomurska;60+;2023M03;3074
Pomurska;60+;2023M04;3116
Pomurska;60+;2023M05;3159
Pomurska;60+;2023M06;3205
Pomurska;60+;2023M07;3232
Pomurska;60+;2023M08;3258
Pomurska;60+;2023M09;3268
Pomurska;60+;2023M10;3265
Pomurska;60+;2023M11;3299
Pomurska;60+;2023M12;3338
Pomurska;60+;2024M01;3199
Pomurska;60+;2024M02;3241
Pomurska;60+;2024M03;3297
Pomurska;60+;2024M04;3336
Pomurska;60+;2024M05;3375
Pomurska;60+;2024M06;3412
Pomurska;60+;2024M07;3404
Pomurska;60+;2024M08;3412
Pomurska;60+;2024M09;3393
Pomurska;60+;2024M10;3408
Pomurska;60+;2024M11;3431
Pomurska;60+;2024M12;3234
Pomurska;60+;2025M01;3154
Podravska;15-24;2010M01;5366
Podravska;15-24;2010M02;5332
Podravska;15-24;2010M03;5326
Podravska;15-24;2010M04;5244
Podravska;15-24;2010M05;5125
Podravska;15-24;2010M06;5076
Podravska;15-24;2010M07;5014
Podravska;15-24;2010M08;4956
Podravska;15-24;2010M09;5003
Podravska;15-24;2010M10;5072
Podravska;15-24;2010M11;5088
Podravska;15-24;2010M12;4882
Podravska;15-24;2011M01;4757
Podravska;15-24;2011M02;4742
Podravska;15-24;2011M03;4690
Podravska;15-24;2011M04;4752
Podravska;15-24;2011M05;4802
Podravska;15-24;2011M06;4762
Podravska;15-24;2011M07;4686
Podravska;15-24;2011M08;4573
Podravska;15-24;2011M09;4646
Podravska;15-24;2011M10;4642
Podravska;15-24;2011M11;4662
Podravska;15-24;2011M12;4550
Podravska;15-24;2012M01;4406
Podravska;15-24;2012M02;4376
Podravska;15-24;2012M03;4382
Podravska;15-24;2012M04;4394
Podravska;15-24;2012M05;4344
Podravska;15-24;2012M06;4242
Podravska;15-24;2012M07;4153
Podravska;15-24;2012M08;4018
Podravska;15-24;2012M09;4008
Podravska;15-24;2012M10;4005
Podravska;15-24;2012M11;4032
Podravska;15-24;2012M12;3903
Podravska;15-24;2013M01;3816
Podravska;15-24;2013M02;3746
Podravska;15-24;2013M03;3707
Podravska;15-24;2013M04;3707
Podravska;15-24;2013M05;3725
Podravska;15-24;2013M06;3691
Podravska;15-24;2013M07;3691
Podravska;15-24;2013M08;3650
Podravska;15-24;2013M09;3654
Podravska;15-24;2013M10;3765
Podravska;15-24;2013M11;3754
Podravska;15-24;2013M12;3589
Podravska;15-24;2014M01;3583
Podravska;15-24;2014M02;3616
Podravska;15-24;2014M03;3653
Podravska;15-24;2014M04;3722
Podravska;15-24;2014M05;3723
Podravska;15-24;2014M06;3780
Podravska;15-24;2014M07;3764
Podravska;15-24;2014M08;3799
Podravska;15-24;2014M09;3851
Podravska;15-24;2014M10;4002
Podravska;15-24;2014M11;3994
Podravska;15-24;2014M12;3814
Podravska;15-24;2015M01;3769
Podravska;15-24;2015M02;3800
Podravska;15-24;2015M03;3890
Podravska;15-24;2015M04;3937
Podravska;15-24;2015M05;3986
Podravska;15-24;2015M06;4047
Podravska;15-24;2015M07;4031
Podravska;15-24;2015M08;4030
Podravska;15-24;2015M09;4176
Podravska;15-24;2015M10;4322
Podravska;15-24;2015M11;4349
Podravska;15-24;2015M12;4155
Podravska;15-24;2016M01;4126
Podravska;15-24;2016M02;4167
Podravska;15-24;2016M03;4244
Podravska;15-24;2016M04;4286
Podravska;15-24;2016M05;4298
Podravska;15-24;2016M06;4340
Podravska;15-24;2016M07;4307
Podravska;15-24;2016M08;4286
Podravska;15-24;2016M09;4321
Podravska;15-24;2016M10;4516
Podravska;15-24;2016M11;4558
Podravska;15-24;2016M12;4434
Podravska;15-24;2017M01;4476
Podravska;15-24;2017M02;4497
Podravska;15-24;2017M03;4623
Podravska;15-24;2017M04;4671
Podravska;15-24;2017M05;4742
Podravska;15-24;2017M06;4771
Podravska;15-24;2017M07;4734
Podravska;15-24;2017M08;4703
Podravska;15-24;2017M09;4767
Podravska;15-24;2017M10;5149
Podravska;15-24;2017M11;5247
Podravska;15-24;2017M12;5137
Podravska;15-24;2018M01;5103
Podravska;15-24;2018M02;5144
Podravska;15-24;2018M03;5263
Podravska;15-24;2018M04;5365
Podravska;15-24;2018M05;5401
Podravska;15-24;2018M06;5420
Podravska;15-24;2018M07;5416
Podravska;15-24;2018M08;5407
Podravska;15-24;2018M09;5538
Podravska;15-24;2018M10;5858
Podravska;15-24;2018M11;5953
Podravska;15-24;2018M12;6050
Podravska;15-24;2019M01;5908
Podravska;15-24;2019M02;5959
Podravska;15-24;2019M03;6089
Podravska;15-24;2019M04;6168
Podravska;15-24;2019M05;6169
Podravska;15-24;2019M06;6178
Podravska;15-24;2019M07;6140
Podravska;15-24;2019M08;6003
Podravska;15-24;2019M09;6058
Podravska;15-24;2019M10;6323
Podravska;15-24;2019M11;6373
Podravska;15-24;2019M12;6461
Podravska;15-24;2020M01;6146
Podravska;15-24;2020M02;6219
Podravska;15-24;2020M03;6140
Podravska;15-24;2020M04;5763
Podravska;15-24;2020M05;5680
Podravska;15-24;2020M06;5666
Podravska;15-24;2020M07;5647
Podravska;15-24;2020M08;5571
Podravska;15-24;2020M09;5649
Podravska;15-24;2020M10;5811
Podravska;15-24;2020M11;5724
Podravska;15-24;2020M12;5897
Podravska;15-24;2021M01;5504
Podravska;15-24;2021M02;5556
Podravska;15-24;2021M03;5624
Podravska;15-24;2021M04;5661
Podravska;15-24;2021M05;5684
Podravska;15-24;2021M06;5805
Podravska;15-24;2021M07;5893
Podravska;15-24;2021M08;5799
Podravska;15-24;2021M09;5915
Podravska;15-24;2021M10;6144
Podravska;15-24;2021M11;6164
Podravska;15-24;2021M12;6292
Podravska;15-24;2022M01;6123
Podravska;15-24;2022M02;6216
Podravska;15-24;2022M03;6188
Podravska;15-24;2022M04;6229
Podravska;15-24;2022M05;6196
Podravska;15-24;2022M06;6180
Podravska;15-24;2022M07;6222
Podravska;15-24;2022M08;6202
Podravska;15-24;2022M09;6264
Podravska;15-24;2022M10;6576
Podravska;15-24;2022M11;6579
Podravska;15-24;2022M12;6857
Podravska;15-24;2023M01;6507
Podravska;15-24;2023M02;6548
Podravska;15-24;2023M03;6705
Podravska;15-24;2023M04;6742
Podravska;15-24;2023M05;6698
Podravska;15-24;2023M06;6635
Podravska;15-24;2023M07;6547
Podravska;15-24;2023M08;6366
Podravska;15-24;2023M09;6453
Podravska;15-24;2023M10;6688
Podravska;15-24;2023M11;6737
Podravska;15-24;2023M12;6894
Podravska;15-24;2024M01;7011
Podravska;15-24;2024M02;7057
Podravska;15-24;2024M03;7092
Podravska;15-24;2024M04;7090
Podravska;15-24;2024M05;6987
Podravska;15-24;2024M06;6895
Podravska;15-24;2024M07;6800
Podravska;15-24;2024M08;6689
Podravska;15-24;2024M09;6776
Podravska;15-24;2024M10;7048
Podravska;15-24;2024M11;7100
Podravska;15-24;2024M12;6897
Podravska;15-24;2025M01;6841
Podravska;25-29;2010M01;14218
Podravska;25-29;2010M02;14170
Podravska;25-29;2010M03;14161
Podravska;25-29;2010M04;14105
Podravska;25-29;2010M05;14029
Podravska;25-29;2010M06;13994
Podravska;25-29;2010M07;13833
Podravska;25-29;2010M08;13766
Podravska;25-29;2010M09;13901
Podravska;25-29;2010M10;13966
Podravska;25-29;2010M11;13903
Podravska;25-29;2010M12;13764
Podravska;25-29;2011M01;13597
Podravska;25-29;2011M02;13580
Podravska;25-29;2011M03;13461
Podravska;25-29;2011M04;13400
Podravska;25-29;2011M05;13415
Podravska;25-29;2011M06;13367
Podravska;25-29;2011M07;13130
Podravska;25-29;2011M08;13034
Podravska;25-29;2011M09;13082
Podravska;25-29;2011M10;13136
Podravska;25-29;2011M11;13110
Podravska;25-29;2011M12;12848
Podravska;25-29;2012M01;12711
Podravska;25-29;2012M02;12749
Podravska;25-29;2012M03;12764
Podravska;25-29;2012M04;12747
Podravska;25-29;2012M05;12728
Podravska;25-29;2012M06;12623
Podravska;25-29;2012M07;12506
Podravska;25-29;2012M08;12327
Podravska;25-29;2012M09;12336
Podravska;25-29;2012M10;12314
Podravska;25-29;2012M11;12260
Podravska;25-29;2012M12;12014
Podravska;25-29;2013M01;11769
Podravska;25-29;2013M02;11791
Podravska;25-29;2013M03;11791
Podravska;25-29;2013M04;11733
Podravska;25-29;2013M05;11769
Podravska;25-29;2013M06;11762
Podravska;25-29;2013M07;11660
Podravska;25-29;2013M08;11568
Podravska;25-29;2013M09;11734
Podravska;25-29;2013M10;11790
Podravska;25-29;2013M11;11765
Podravska;25-29;2013M12;11550
Podravska;25-29;2014M01;11310
Podravska;25-29;2014M02;11328
Podravska;25-29;2014M03;11408
Podravska;25-29;2014M04;11494
Podravska;25-29;2014M05;11498
Podravska;25-29;2014M06;11551
Podravska;25-29;2014M07;11561
Podravska;25-29;2014M08;11494
Podravska;25-29;2014M09;11520
Podravska;25-29;2014M10;11621
Podravska;25-29;2014M11;11554
Podravska;25-29;2014M12;11323
Podravska;25-29;2015M01;11142
Podravska;25-29;2015M02;11243
Podravska;25-29;2015M03;11305
Podravska;25-29;2015M04;11283
Podravska;25-29;2015M05;11209
Podravska;25-29;2015M06;11189
Podravska;25-29;2015M07;11095
Podravska;25-29;2015M08;11007
Podravska;25-29;2015M09;11085
Podravska;25-29;2015M10;11164
Podravska;25-29;2015M11;11248
Podravska;25-29;2015M12;11006
Podravska;25-29;2016M01;10837
Podravska;25-29;2016M02;10885
Podravska;25-29;2016M03;11050
Podravska;25-29;2016M04;11127
Podravska;25-29;2016M05;11189
Podravska;25-29;2016M06;11156
Podravska;25-29;2016M07;11064
Podravska;25-29;2016M08;10982
Podravska;25-29;2016M09;11114
Podravska;25-29;2016M10;11235
Podravska;25-29;2016M11;11302
Podravska;25-29;2016M12;11217
Podravska;25-29;2017M01;11147
Podravska;25-29;2017M02;11123
Podravska;25-29;2017M03;11221
Podravska;25-29;2017M04;11274
Podravska;25-29;2017M05;11325
Podravska;25-29;2017M06;11321
Podravska;25-29;2017M07;11213
Podravska;25-29;2017M08;11212
Podravska;25-29;2017M09;11279
Podravska;25-29;2017M10;11457
Podravska;25-29;2017M11;11551
Podravska;25-29;2017M12;11484
Podravska;25-29;2018M01;11314
Podravska;25-29;2018M02;11198
Podravska;25-29;2018M03;11314
Podravska;25-29;2018M04;11394
Podravska;25-29;2018M05;11358
Podravska;25-29;2018M06;11406
Podravska;25-29;2018M07;11232
Podravska;25-29;2018M08;11267
Podravska;25-29;2018M09;11401
Podravska;25-29;2018M10;11611
Podravska;25-29;2018M11;11636
Podravska;25-29;2018M12;11795
Podravska;25-29;2019M01;11636
Podravska;25-29;2019M02;11724
Podravska;25-29;2019M03;11794
Podravska;25-29;2019M04;11904
Podravska;25-29;2019M05;11915
Podravska;25-29;2019M06;11863
Podravska;25-29;2019M07;11752
Podravska;25-29;2019M08;11623
Podravska;25-29;2019M09;11765
Podravska;25-29;2019M10;12020
Podravska;25-29;2019M11;12049
Podravska;25-29;2019M12;12380
Podravska;25-29;2020M01;11906
Podravska;25-29;2020M02;11918
Podravska;25-29;2020M03;11720
Podravska;25-29;2020M04;11381
Podravska;25-29;2020M05;11412
Podravska;25-29;2020M06;11459
Podravska;25-29;2020M07;11462
Podravska;25-29;2020M08;11371
Podravska;25-29;2020M09;11517
Podravska;25-29;2020M10;11600
Podravska;25-29;2020M11;11536
Podravska;25-29;2020M12;11838
Podravska;25-29;2021M01;11311
Podravska;25-29;2021M02;11444
Podravska;25-29;2021M03;11628
Podravska;25-29;2021M04;11645
Podravska;25-29;2021M05;11724
Podravska;25-29;2021M06;11813
Podravska;25-29;2021M07;11879
Podravska;25-29;2021M08;11847
Podravska;25-29;2021M09;11933
Podravska;25-29;2021M10;12184
Podravska;25-29;2021M11;12194
Podravska;25-29;2021M12;12583
Podravska;25-29;2022M01;12221
Podravska;25-29;2022M02;12309
Podravska;25-29;2022M03;12350
Podravska;25-29;2022M04;12470
Podravska;25-29;2022M05;12415
Podravska;25-29;2022M06;12439
Podravska;25-29;2022M07;12423
Podravska;25-29;2022M08;12289
Podravska;25-29;2022M09;12440
Podravska;25-29;2022M10;12668
Podravska;25-29;2022M11;12693
Podravska;25-29;2022M12;13042
Podravska;25-29;2023M01;12588
Podravska;25-29;2023M02;12598
Podravska;25-29;2023M03;12680
Podravska;25-29;2023M04;12699
Podravska;25-29;2023M05;12614
Podravska;25-29;2023M06;12685
Podravska;25-29;2023M07;12623
Podravska;25-29;2023M08;12488
Podravska;25-29;2023M09;12591
Podravska;25-29;2023M10;12759
Podravska;25-29;2023M11;12795
Podravska;25-29;2023M12;13126
Podravska;25-29;2024M01;13177
Podravska;25-29;2024M02;13226
Podravska;25-29;2024M03;13240
Podravska;25-29;2024M04;13248
Podravska;25-29;2024M05;13175
Podravska;25-29;2024M06;13125
Podravska;25-29;2024M07;12999
Podravska;25-29;2024M08;12924
Podravska;25-29;2024M09;13007
Podravska;25-29;2024M10;13155
Podravska;25-29;2024M11;13133
Podravska;25-29;2024M12;12947
Podravska;25-29;2025M01;12878
Podravska;30-34;2010M01;18409
Podravska;30-34;2010M02;18331
Podravska;30-34;2010M03;18339
Podravska;30-34;2010M04;18401
Podravska;30-34;2010M05;18369
Podravska;30-34;2010M06;18397
Podravska;30-34;2010M07;18403
Podravska;30-34;2010M08;18352
Podravska;30-34;2010M09;18420
Podravska;30-34;2010M10;18447
Podravska;30-34;2010M11;18397
Podravska;30-34;2010M12;18276
Podravska;30-34;2011M01;18121
Podravska;30-34;2011M02;18118
Podravska;30-34;2011M03;18114
Podravska;30-34;2011M04;18207
Podravska;30-34;2011M05;18243
Podravska;30-34;2011M06;18240
Podravska;30-34;2011M07;18070
Podravska;30-34;2011M08;18011
Podravska;30-34;2011M09;18010
Podravska;30-34;2011M10;17972
Podravska;30-34;2011M11;17904
Podravska;30-34;2011M12;17773
Podravska;30-34;2012M01;17572
Podravska;30-34;2012M02;17549
Podravska;30-34;2012M03;17600
Podravska;30-34;2012M04;17681
Podravska;30-34;2012M05;17670
Podravska;30-34;2012M06;17588
Podravska;30-34;2012M07;17472
Podravska;30-34;2012M08;17439
Podravska;30-34;2012M09;17444
Podravska;30-34;2012M10;17339
Podravska;30-34;2012M11;17276
Podravska;30-34;2012M12;17071
Podravska;30-34;2013M01;16913
Podravska;30-34;2013M02;16871
Podravska;30-34;2013M03;16869
Podravska;30-34;2013M04;16862
Podravska;30-34;2013M05;16804
Podravska;30-34;2013M06;16800
Podravska;30-34;2013M07;16727
Podravska;30-34;2013M08;16625
Podravska;30-34;2013M09;16692
Podravska;30-34;2013M10;16707
Podravska;30-34;2013M11;16730
Podravska;30-34;2013M12;16541
Podravska;30-34;2014M01;16368
Podravska;30-34;2014M02;16390
Podravska;30-34;2014M03;16470
Podravska;30-34;2014M04;16569
Podravska;30-34;2014M05;16573
Podravska;30-34;2014M06;16572
Podravska;30-34;2014M07;16492
Podravska;30-34;2014M08;16477
Podravska;30-34;2014M09;16503
Podravska;30-34;2014M10;16437
Podravska;30-34;2014M11;16367
Podravska;30-34;2014M12;16147
Podravska;30-34;2015M01;15955
Podravska;30-34;2015M02;16001
Podravska;30-34;2015M03;16107
Podravska;30-34;2015M04;16126
Podravska;30-34;2015M05;16160
Podravska;30-34;2015M06;16187
Podravska;30-34;2015M07;16070
Podravska;30-34;2015M08;16064
Podravska;30-34;2015M09;16119
Podravska;30-34;2015M10;16130
Podravska;30-34;2015M11;16114
Podravska;30-34;2015M12;15882
Podravska;30-34;2016M01;15677
Podravska;30-34;2016M02;15662
Podravska;30-34;2016M03;15735
Podravska;30-34;2016M04;15769
Podravska;30-34;2016M05;15789
Podravska;30-34;2016M06;15738
Podravska;30-34;2016M07;15604
Podravska;30-34;2016M08;15572
Podravska;30-34;2016M09;15633
Podravska;30-34;2016M10;15629
Podravska;30-34;2016M11;15652
Podravska;30-34;2016M12;15410
Podravska;30-34;2017M01;15321
Podravska;30-34;2017M02;15332
Podravska;30-34;2017M03;15450
Podravska;30-34;2017M04;15502
Podravska;30-34;2017M05;15574
Podravska;30-34;2017M06;15607
Podravska;30-34;2017M07;15454
Podravska;30-34;2017M08;15447
Podravska;30-34;2017M09;15558
Podravska;30-34;2017M10;15624
Podravska;30-34;2017M11;15681
Podravska;30-34;2017M12;15587
Podravska;30-34;2018M01;15371
Podravska;30-34;2018M02;15409
Podravska;30-34;2018M03;15574
Podravska;30-34;2018M04;15569
Podravska;30-34;2018M05;15665
Podravska;30-34;2018M06;15627
Podravska;30-34;2018M07;15553
Podravska;30-34;2018M08;15571
Podravska;30-34;2018M09;15762
Podravska;30-34;2018M10;15762
Podravska;30-34;2018M11;15745
Podravska;30-34;2018M12;15939
Podravska;30-34;2019M01;15703
Podravska;30-34;2019M02;15782
Podravska;30-34;2019M03;15889
Podravska;30-34;2019M04;15955
Podravska;30-34;2019M05;15993
Podravska;30-34;2019M06;15995
Podravska;30-34;2019M07;15902
Podravska;30-34;2019M08;15765
Podravska;30-34;2019M09;15718
Podravska;30-34;2019M10;15733
Podravska;30-34;2019M11;15717
Podravska;30-34;2019M12;16012
Podravska;30-34;2020M01;15471
Podravska;30-34;2020M02;15548
Podravska;30-34;2020M03;15416
Podravska;30-34;2020M04;15004
Podravska;30-34;2020M05;15002
Podravska;30-34;2020M06;15020
Podravska;30-34;2020M07;14929
Podravska;30-34;2020M08;14818
Podravska;30-34;2020M09;14944
Podravska;30-34;2020M10;14955
Podravska;30-34;2020M11;14907
Podravska;30-34;2020M12;15267
Podravska;30-34;2021M01;14715
Podravska;30-34;2021M02;14838
Podravska;30-34;2021M03;14926
Podravska;30-34;2021M04;15009
Podravska;30-34;2021M05;15067
Podravska;30-34;2021M06;15189
Podravska;30-34;2021M07;15217
Podravska;30-34;2021M08;15173
Podravska;30-34;2021M09;15284
Podravska;30-34;2021M10;15339
Podravska;30-34;2021M11;15336
Podravska;30-34;2021M12;15662
Podravska;30-34;2022M01;15295
Podravska;30-34;2022M02;15364
Podravska;30-34;2022M03;15342
Podravska;30-34;2022M04;15441
Podravska;30-34;2022M05;15298
Podravska;30-34;2022M06;15293
Podravska;30-34;2022M07;15370
Podravska;30-34;2022M08;15329
Podravska;30-34;2022M09;15345
Podravska;30-34;2022M10;15388
Podravska;30-34;2022M11;15342
Podravska;30-34;2022M12;15648
Podravska;30-34;2023M01;15242
Podravska;30-34;2023M02;15252
Podravska;30-34;2023M03;15302
Podravska;30-34;2023M04;15336
Podravska;30-34;2023M05;15271
Podravska;30-34;2023M06;15244
Podravska;30-34;2023M07;15206
Podravska;30-34;2023M08;15086
Podravska;30-34;2023M09;15023
Podravska;30-34;2023M10;15057
Podravska;30-34;2023M11;14995
Podravska;30-34;2023M12;15297
Podravska;30-34;2024M01;15399
Podravska;30-34;2024M02;15482
Podravska;30-34;2024M03;15532
Podravska;30-34;2024M04;15596
Podravska;30-34;2024M05;15603
Podravska;30-34;2024M06;15529
Podravska;30-34;2024M07;15402
Podravska;30-34;2024M08;15373
Podravska;30-34;2024M09;15380
Podravska;30-34;2024M10;15423
Podravska;30-34;2024M11;15403
Podravska;30-34;2024M12;15238
Podravska;30-34;2025M01;15248
Podravska;35-39;2010M01;18912
Podravska;35-39;2010M02;18892
Podravska;35-39;2010M03;18900
Podravska;35-39;2010M04;18898
Podravska;35-39;2010M05;18852
Podravska;35-39;2010M06;18832
Podravska;35-39;2010M07;18821
Podravska;35-39;2010M08;18949
Podravska;35-39;2010M09;19041
Podravska;35-39;2010M10;19096
Podravska;35-39;2010M11;19071
Podravska;35-39;2010M12;18955
Podravska;35-39;2011M01;19007
Podravska;35-39;2011M02;19027
Podravska;35-39;2011M03;19008
Podravska;35-39;2011M04;19056
Podravska;35-39;2011M05;19090
Podravska;35-39;2011M06;19090
Podravska;35-39;2011M07;19025
Podravska;35-39;2011M08;19039
Podravska;35-39;2011M09;19022
Podravska;35-39;2011M10;19018
Podravska;35-39;2011M11;19008
Podravska;35-39;2011M12;18866
Podravska;35-39;2012M01;18632
Podravska;35-39;2012M02;18598
Podravska;35-39;2012M03;18632
Podravska;35-39;2012M04;18643
Podravska;35-39;2012M05;18644
Podravska;35-39;2012M06;18654
Podravska;35-39;2012M07;18628
Podravska;35-39;2012M08;18603
Podravska;35-39;2012M09;18580
Podravska;35-39;2012M10;18525
Podravska;35-39;2012M11;18460
Podravska;35-39;2012M12;18192
Podravska;35-39;2013M01;18095
Podravska;35-39;2013M02;18112
Podravska;35-39;2013M03;18146
Podravska;35-39;2013M04;18158
Podravska;35-39;2013M05;18225
Podravska;35-39;2013M06;18160
Podravska;35-39;2013M07;18126
Podravska;35-39;2013M08;18136
Podravska;35-39;2013M09;18180
Podravska;35-39;2013M10;18194
Podravska;35-39;2013M11;18166
Podravska;35-39;2013M12;17983
Podravska;35-39;2014M01;17807
Podravska;35-39;2014M02;17823
Podravska;35-39;2014M03;17985
Podravska;35-39;2014M04;18078
Podravska;35-39;2014M05;18072
Podravska;35-39;2014M06;18168
Podravska;35-39;2014M07;18158
Podravska;35-39;2014M08;18107
Podravska;35-39;2014M09;18206
Podravska;35-39;2014M10;18126
Podravska;35-39;2014M11;18133
Podravska;35-39;2014M12;18028
Podravska;35-39;2015M01;17869
Podravska;35-39;2015M02;17988
Podravska;35-39;2015M03;18061
Podravska;35-39;2015M04;18093
Podravska;35-39;2015M05;18112
Podravska;35-39;2015M06;18136
Podravska;35-39;2015M07;18138
Podravska;35-39;2015M08;18147
Podravska;35-39;2015M09;18200
Podravska;35-39;2015M10;18197
Podravska;35-39;2015M11;18161
Podravska;35-39;2015M12;17968
Podravska;35-39;2016M01;17703
Podravska;35-39;2016M02;17677
Podravska;35-39;2016M03;17874
Podravska;35-39;2016M04;17919
Podravska;35-39;2016M05;17970
Podravska;35-39;2016M06;17981
Podravska;35-39;2016M07;17878
Podravska;35-39;2016M08;17853
Podravska;35-39;2016M09;17951
Podravska;35-39;2016M10;17979
Podravska;35-39;2016M11;18007
Podravska;35-39;2016M12;17841
Podravska;35-39;2017M01;17766
Podravska;35-39;2017M02;17812
Podravska;35-39;2017M03;17966
Podravska;35-39;2017M04;18105
Podravska;35-39;2017M05;18165
Podravska;35-39;2017M06;18135
Podravska;35-39;2017M07;18039
Podravska;35-39;2017M08;18038
Podravska;35-39;2017M09;18130
Podravska;35-39;2017M10;18159
Podravska;35-39;2017M11;18149
Podravska;35-39;2017M12;18130
Podravska;35-39;2018M01;18007
Podravska;35-39;2018M02;18000
Podravska;35-39;2018M03;18121
Podravska;35-39;2018M04;18209
Podravska;35-39;2018M05;18171
Podravska;35-39;2018M06;18200
Podravska;35-39;2018M07;18124
Podravska;35-39;2018M08;18120
Podravska;35-39;2018M09;18228
Podravska;35-39;2018M10;18295
Podravska;35-39;2018M11;18284
Podravska;35-39;2018M12;18438
Podravska;35-39;2019M01;18129
Podravska;35-39;2019M02;18182
Podravska;35-39;2019M03;18239
Podravska;35-39;2019M04;18259
Podravska;35-39;2019M05;18313
Podravska;35-39;2019M06;18206
Podravska;35-39;2019M07;18119
Podravska;35-39;2019M08;18098
Podravska;35-39;2019M09;18181
Podravska;35-39;2019M10;18149
Podravska;35-39;2019M11;18079
Podravska;35-39;2019M12;18349
Podravska;35-39;2020M01;17854
Podravska;35-39;2020M02;17871
Podravska;35-39;2020M03;17839
Podravska;35-39;2020M04;17629
Podravska;35-39;2020M05;17641
Podravska;35-39;2020M06;17592
Podravska;35-39;2020M07;17572
Podravska;35-39;2020M08;17481
Podravska;35-39;2020M09;17539
Podravska;35-39;2020M10;17530
Podravska;35-39;2020M11;17459
Podravska;35-39;2020M12;17797
Podravska;35-39;2021M01;17284
Podravska;35-39;2021M02;17352
Podravska;35-39;2021M03;17413
Podravska;35-39;2021M04;17454
Podravska;35-39;2021M05;17493
Podravska;35-39;2021M06;17495
Podravska;35-39;2021M07;17476
Podravska;35-39;2021M08;17450
Podravska;35-39;2021M09;17558
Podravska;35-39;2021M10;17610
Podravska;35-39;2021M11;17602
Podravska;35-39;2021M12;17861
Podravska;35-39;2022M01;17466
Podravska;35-39;2022M02;17523
Podravska;35-39;2022M03;17534
Podravska;35-39;2022M04;17605
Podravska;35-39;2022M05;17568
Podravska;35-39;2022M06;17610
Podravska;35-39;2022M07;17705
Podravska;35-39;2022M08;17649
Podravska;35-39;2022M09;17708
Podravska;35-39;2022M10;17766
Podravska;35-39;2022M11;17641
Podravska;35-39;2022M12;18055
Podravska;35-39;2023M01;17552
Podravska;35-39;2023M02;17577
Podravska;35-39;2023M03;17663
Podravska;35-39;2023M04;17689
Podravska;35-39;2023M05;17639
Podravska;35-39;2023M06;17655
Podravska;35-39;2023M07;17670
Podravska;35-39;2023M08;17613
Podravska;35-39;2023M09;17757
Podravska;35-39;2023M10;17689
Podravska;35-39;2023M11;17625
Podravska;35-39;2023M12;18050
Podravska;35-39;2024M01;18134
Podravska;35-39;2024M02;18199
Podravska;35-39;2024M03;18267
Podravska;35-39;2024M04;18277
Podravska;35-39;2024M05;18248
Podravska;35-39;2024M06;18187
Podravska;35-39;2024M07;18139
Podravska;35-39;2024M08;18001
Podravska;35-39;2024M09;18040
Podravska;35-39;2024M10;17954
Podravska;35-39;2024M11;17876
Podravska;35-39;2024M12;17750
Podravska;35-39;2025M01;17694
Podravska;40-44;2010M01;19787
Podravska;40-44;2010M02;19749
Podravska;40-44;2010M03;19734
Podravska;40-44;2010M04;19854
Podravska;40-44;2010M05;19815
Podravska;40-44;2010M06;19769
Podravska;40-44;2010M07;19725
Podravska;40-44;2010M08;19664
Podravska;40-44;2010M09;19646
Podravska;40-44;2010M10;19576
Podravska;40-44;2010M11;19504
Podravska;40-44;2010M12;19323
Podravska;40-44;2011M01;19405
Podravska;40-44;2011M02;19348
Podravska;40-44;2011M03;19289
Podravska;40-44;2011M04;19367
Podravska;40-44;2011M05;19369
Podravska;40-44;2011M06;19327
Podravska;40-44;2011M07;19183
Podravska;40-44;2011M08;19092
Podravska;40-44;2011M09;19129
Podravska;40-44;2011M10;19099
Podravska;40-44;2011M11;19005
Podravska;40-44;2011M12;18881
Podravska;40-44;2012M01;18574
Podravska;40-44;2012M02;18558
Podravska;40-44;2012M03;18656
Podravska;40-44;2012M04;18763
Podravska;40-44;2012M05;18741
Podravska;40-44;2012M06;18723
Podravska;40-44;2012M07;18594
Podravska;40-44;2012M08;18513
Podravska;40-44;2012M09;18541
