STATISTIČNA REGIJA;STAROSTNI RAZRED;MESEC;DATA
Primorsko-notranjska;50-54;2014M07;3143
Primorsko-notranjska;50-54;2014M08;3138
Primorsko-notranjska;50-54;2014M09;3184
Primorsko-notranjska;50-54;2014M10;3149
Primorsko-notranjska;50-54;2014M11;3137
Primorsko-notranjska;50-54;2014M12;3102
Primorsko-notranjska;50-54;2015M01;3061
Primorsko-notranjska;50-54;2015M02;3055
Primorsko-notranjska;50-54;2015M03;3080
Primorsko-notranjska;50-54;2015M04;3089
Primorsko-notranjska;50-54;2015M05;3099
Primorsko-notranjska;50-54;2015M06;3103
Primorsko-notranjska;50-54;2015M07;3093
Primorsko-notranjska;50-54;2015M08;3099
Primorsko-notranjska;50-54;2015M09;3094
Primorsko-notranjska;50-54;2015M10;3068
Primorsko-notranjska;50-54;2015M11;3066
Primorsko-notranjska;50-54;2015M12;3053
Primorsko-notranjska;50-54;2016M01;3067
Primorsko-notranjska;50-54;2016M02;3107
Primorsko-notranjska;50-54;2016M03;3098
Primorsko-notranjska;50-54;2016M04;3132
Primorsko-notranjska;50-54;2016M05;3139
Primorsko-notranjska;50-54;2016M06;3170
Primorsko-notranjska;50-54;2016M07;3162
Primorsko-notranjska;50-54;2016M08;3182
Primorsko-notranjska;50-54;2016M09;3176
Primorsko-notranjska;50-54;2016M10;3161
Primorsko-notranjska;50-54;2016M11;3165
Primorsko-notranjska;50-54;2016M12;3152
Primorsko-notranjska;50-54;2017M01;3110
Primorsko-notranjska;50-54;2017M02;3139
Primorsko-notranjska;50-54;2017M03;3175
Primorsko-notranjska;50-54;2017M04;3232
Primorsko-notranjska;50-54;2017M05;3244
Primorsko-notranjska;50-54;2017M06;3272
Primorsko-notranjska;50-54;2017M07;3275
Primorsko-notranjska;50-54;2017M08;3288
Primorsko-notranjska;50-54;2017M09;3291
Primorsko-notranjska;50-54;2017M10;3311
Primorsko-notranjska;50-54;2017M11;3298
Primorsko-notranjska;50-54;2017M12;3260
Primorsko-notranjska;50-54;2018M01;3286
Primorsko-notranjska;50-54;2018M02;3313
Primorsko-notranjska;50-54;2018M03;3314
Primorsko-notranjska;50-54;2018M04;3327
Primorsko-notranjska;50-54;2018M05;3344
Primorsko-notranjska;50-54;2018M06;3340
Primorsko-notranjska;50-54;2018M07;3308
Primorsko-notranjska;50-54;2018M08;3339
Primorsko-notranjska;50-54;2018M09;3336
Primorsko-notranjska;50-54;2018M10;3357
Primorsko-notranjska;50-54;2018M11;3336
Primorsko-notranjska;50-54;2018M12;3305
Primorsko-notranjska;50-54;2019M01;3303
Primorsko-notranjska;50-54;2019M02;3311
Primorsko-notranjska;50-54;2019M03;3323
Primorsko-notranjska;50-54;2019M04;3325
Primorsko-notranjska;50-54;2019M05;3305
Primorsko-notranjska;50-54;2019M06;3314
Primorsko-notranjska;50-54;2019M07;3300
Primorsko-notranjska;50-54;2019M08;3290
Primorsko-notranjska;50-54;2019M09;3288
Primorsko-notranjska;50-54;2019M10;3292
Primorsko-notranjska;50-54;2019M11;3284
Primorsko-notranjska;50-54;2019M12;3305
Primorsko-notranjska;50-54;2020M01;3225
Primorsko-notranjska;50-54;2020M02;3228
Primorsko-notranjska;50-54;2020M03;3237
Primorsko-notranjska;50-54;2020M04;3226
Primorsko-notranjska;50-54;2020M05;3195
Primorsko-notranjska;50-54;2020M06;3199
Primorsko-notranjska;50-54;2020M07;3199
Primorsko-notranjska;50-54;2020M08;3200
Primorsko-notranjska;50-54;2020M09;3211
Primorsko-notranjska;50-54;2020M10;3205
Primorsko-notranjska;50-54;2020M11;3188
Primorsko-notranjska;50-54;2020M12;3179
Primorsko-notranjska;50-54;2021M01;3171
Primorsko-notranjska;50-54;2021M02;3160
Primorsko-notranjska;50-54;2021M03;3167
Primorsko-notranjska;50-54;2021M04;3176
Primorsko-notranjska;50-54;2021M05;3172
Primorsko-notranjska;50-54;2021M06;3164
Primorsko-notranjska;50-54;2021M07;3169
Primorsko-notranjska;50-54;2021M08;3154
Primorsko-notranjska;50-54;2021M09;3158
Primorsko-notranjska;50-54;2021M10;3169
Primorsko-notranjska;50-54;2021M11;3158
Primorsko-notranjska;50-54;2021M12;3144
Primorsko-notranjska;50-54;2022M01;3138
Primorsko-notranjska;50-54;2022M02;3150
Primorsko-notranjska;50-54;2022M03;3154
Primorsko-notranjska;50-54;2022M04;3159
Primorsko-notranjska;50-54;2022M05;3162
Primorsko-notranjska;50-54;2022M06;3172
Primorsko-notranjska;50-54;2022M07;3191
Primorsko-notranjska;50-54;2022M08;3213
Primorsko-notranjska;50-54;2022M09;3216
Primorsko-notranjska;50-54;2022M10;3215
Primorsko-notranjska;50-54;2022M11;3202
Primorsko-notranjska;50-54;2022M12;3209
Primorsko-notranjska;50-54;2023M01;3221
Primorsko-notranjska;50-54;2023M02;3222
Primorsko-notranjska;50-54;2023M03;3251
Primorsko-notranjska;50-54;2023M04;3257
Primorsko-notranjska;50-54;2023M05;3276
Primorsko-notranjska;50-54;2023M06;3273
Primorsko-notranjska;50-54;2023M07;3280
Primorsko-notranjska;50-54;2023M08;3282
Primorsko-notranjska;50-54;2023M09;3281
Primorsko-notranjska;50-54;2023M10;3311
Primorsko-notranjska;50-54;2023M11;3316
Primorsko-notranjska;50-54;2023M12;3326
Primorsko-notranjska;50-54;2024M01;3347
Primorsko-notranjska;50-54;2024M02;3363
Primorsko-notranjska;50-54;2024M03;3394
Primorsko-notranjska;50-54;2024M04;3397
Primorsko-notranjska;50-54;2024M05;3430
Primorsko-notranjska;50-54;2024M06;3428
Primorsko-notranjska;50-54;2024M07;3428
Primorsko-notranjska;50-54;2024M08;3455
Primorsko-notranjska;50-54;2024M09;3443
Primorsko-notranjska;50-54;2024M10;3436
Primorsko-notranjska;50-54;2024M11;3431
Primorsko-notranjska;50-54;2024M12;3421
Primorsko-notranjska;50-54;2025M01;3432
Primorsko-notranjska;55-59;2010M01;1583
Primorsko-notranjska;55-59;2010M02;1598
Primorsko-notranjska;55-59;2010M03;1602
Primorsko-notranjska;55-59;2010M04;1632
Primorsko-notranjska;55-59;2010M05;1669
Primorsko-notranjska;55-59;2010M06;1689
Primorsko-notranjska;55-59;2010M07;1693
Primorsko-notranjska;55-59;2010M08;1700
Primorsko-notranjska;55-59;2010M09;1701
Primorsko-notranjska;55-59;2010M10;1679
Primorsko-notranjska;55-59;2010M11;1667
Primorsko-notranjska;55-59;2010M12;1471
Primorsko-notranjska;55-59;2011M01;1513
Primorsko-notranjska;55-59;2011M02;1540
Primorsko-notranjska;55-59;2011M03;1573
Primorsko-notranjska;55-59;2011M04;1594
Primorsko-notranjska;55-59;2011M05;1623
Primorsko-notranjska;55-59;2011M06;1657
Primorsko-notranjska;55-59;2011M07;1654
Primorsko-notranjska;55-59;2011M08;1660
Primorsko-notranjska;55-59;2011M09;1665
Primorsko-notranjska;55-59;2011M10;1669
Primorsko-notranjska;55-59;2011M11;1669
Primorsko-notranjska;55-59;2011M12;1661
Primorsko-notranjska;55-59;2012M01;1652
Primorsko-notranjska;55-59;2012M02;1659
Primorsko-notranjska;55-59;2012M03;1687
Primorsko-notranjska;55-59;2012M04;1717
Primorsko-notranjska;55-59;2012M05;1733
Primorsko-notranjska;55-59;2012M06;1745
Primorsko-notranjska;55-59;2012M07;1714
Primorsko-notranjska;55-59;2012M08;1732
Primorsko-notranjska;55-59;2012M09;1721
Primorsko-notranjska;55-59;2012M10;1711
Primorsko-notranjska;55-59;2012M11;1694
Primorsko-notranjska;55-59;2012M12;1590
Primorsko-notranjska;55-59;2013M01;1597
Primorsko-notranjska;55-59;2013M02;1634
Primorsko-notranjska;55-59;2013M03;1661
Primorsko-notranjska;55-59;2013M04;1696
Primorsko-notranjska;55-59;2013M05;1699
Primorsko-notranjska;55-59;2013M06;1722
Primorsko-notranjska;55-59;2013M07;1737
Primorsko-notranjska;55-59;2013M08;1743
Primorsko-notranjska;55-59;2013M09;1736
Primorsko-notranjska;55-59;2013M10;1759
Primorsko-notranjska;55-59;2013M11;1792
Primorsko-notranjska;55-59;2013M12;1773
Primorsko-notranjska;55-59;2014M01;1756
Primorsko-notranjska;55-59;2014M02;1777
Primorsko-notranjska;55-59;2014M03;1810
Primorsko-notranjska;55-59;2014M04;1856
Primorsko-notranjska;55-59;2014M05;1902
Primorsko-notranjska;55-59;2014M06;1940
Primorsko-notranjska;55-59;2014M07;1993
Primorsko-notranjska;55-59;2014M08;2015
Primorsko-notranjska;55-59;2014M09;2028
Primorsko-notranjska;55-59;2014M10;2042
Primorsko-notranjska;55-59;2014M11;2019
Primorsko-notranjska;55-59;2014M12;2025
Primorsko-notranjska;55-59;2015M01;2018
Primorsko-notranjska;55-59;2015M02;2047
Primorsko-notranjska;55-59;2015M03;2092
Primorsko-notranjska;55-59;2015M04;2101
Primorsko-notranjska;55-59;2015M05;2116
Primorsko-notranjska;55-59;2015M06;2119
Primorsko-notranjska;55-59;2015M07;2108
Primorsko-notranjska;55-59;2015M08;2118
Primorsko-notranjska;55-59;2015M09;2109
Primorsko-notranjska;55-59;2015M10;2088
Primorsko-notranjska;55-59;2015M11;2091
Primorsko-notranjska;55-59;2015M12;2061
Primorsko-notranjska;55-59;2016M01;2049
Primorsko-notranjska;55-59;2016M02;2062
Primorsko-notranjska;55-59;2016M03;2078
Primorsko-notranjska;55-59;2016M04;2130
Primorsko-notranjska;55-59;2016M05;2154
Primorsko-notranjska;55-59;2016M06;2171
Primorsko-notranjska;55-59;2016M07;2177
Primorsko-notranjska;55-59;2016M08;2193
Primorsko-notranjska;55-59;2016M09;2212
Primorsko-notranjska;55-59;2016M10;2249
Primorsko-notranjska;55-59;2016M11;2243
Primorsko-notranjska;55-59;2016M12;2217
Primorsko-notranjska;55-59;2017M01;2198
Primorsko-notranjska;55-59;2017M02;2210
Primorsko-notranjska;55-59;2017M03;2248
Primorsko-notranjska;55-59;2017M04;2302
Primorsko-notranjska;55-59;2017M05;2330
Primorsko-notranjska;55-59;2017M06;2347
Primorsko-notranjska;55-59;2017M07;2355
Primorsko-notranjska;55-59;2017M08;2384
Primorsko-notranjska;55-59;2017M09;2406
Primorsko-notranjska;55-59;2017M10;2396
Primorsko-notranjska;55-59;2017M11;2391
Primorsko-notranjska;55-59;2017M12;2369
Primorsko-notranjska;55-59;2018M01;2382
Primorsko-notranjska;55-59;2018M02;2409
Primorsko-notranjska;55-59;2018M03;2438
Primorsko-notranjska;55-59;2018M04;2503
Primorsko-notranjska;55-59;2018M05;2519
Primorsko-notranjska;55-59;2018M06;2548
Primorsko-notranjska;55-59;2018M07;2532
Primorsko-notranjska;55-59;2018M08;2537
Primorsko-notranjska;55-59;2018M09;2563
Primorsko-notranjska;55-59;2018M10;2568
Primorsko-notranjska;55-59;2018M11;2577
Primorsko-notranjska;55-59;2018M12;2577
Primorsko-notranjska;55-59;2019M01;2555
Primorsko-notranjska;55-59;2019M02;2577
Primorsko-notranjska;55-59;2019M03;2599
Primorsko-notranjska;55-59;2019M04;2613
Primorsko-notranjska;55-59;2019M05;2630
Primorsko-notranjska;55-59;2019M06;2646
Primorsko-notranjska;55-59;2019M07;2652
Primorsko-notranjska;55-59;2019M08;2654
Primorsko-notranjska;55-59;2019M09;2682
Primorsko-notranjska;55-59;2019M10;2699
Primorsko-notranjska;55-59;2019M11;2722
Primorsko-notranjska;55-59;2019M12;2697
Primorsko-notranjska;55-59;2020M01;2641
Primorsko-notranjska;55-59;2020M02;2648
Primorsko-notranjska;55-59;2020M03;2666
Primorsko-notranjska;55-59;2020M04;2666
Primorsko-notranjska;55-59;2020M05;2662
Primorsko-notranjska;55-59;2020M06;2667
Primorsko-notranjska;55-59;2020M07;2686
Primorsko-notranjska;55-59;2020M08;2685
Primorsko-notranjska;55-59;2020M09;2721
Primorsko-notranjska;55-59;2020M10;2743
Primorsko-notranjska;55-59;2020M11;2741
Primorsko-notranjska;55-59;2020M12;2751
Primorsko-notranjska;55-59;2021M01;2724
Primorsko-notranjska;55-59;2021M02;2765
Primorsko-notranjska;55-59;2021M03;2778
Primorsko-notranjska;55-59;2021M04;2782
Primorsko-notranjska;55-59;2021M05;2808
Primorsko-notranjska;55-59;2021M06;2840
Primorsko-notranjska;55-59;2021M07;2863
Primorsko-notranjska;55-59;2021M08;2879
Primorsko-notranjska;55-59;2021M09;2897
Primorsko-notranjska;55-59;2021M10;2884
Primorsko-notranjska;55-59;2021M11;2903
Primorsko-notranjska;55-59;2021M12;2925
Primorsko-notranjska;55-59;2022M01;2894
Primorsko-notranjska;55-59;2022M02;2923
Primorsko-notranjska;55-59;2022M03;2935
Primorsko-notranjska;55-59;2022M04;2941
Primorsko-notranjska;55-59;2022M05;2941
Primorsko-notranjska;55-59;2022M06;2981
Primorsko-notranjska;55-59;2022M07;2987
Primorsko-notranjska;55-59;2022M08;2969
Primorsko-notranjska;55-59;2022M09;2977
Primorsko-notranjska;55-59;2022M10;2990
Primorsko-notranjska;55-59;2022M11;3002
Primorsko-notranjska;55-59;2022M12;2998
Primorsko-notranjska;55-59;2023M01;2975
Primorsko-notranjska;55-59;2023M02;2998
Primorsko-notranjska;55-59;2023M03;2996
Primorsko-notranjska;55-59;2023M04;2998
Primorsko-notranjska;55-59;2023M05;3002
Primorsko-notranjska;55-59;2023M06;3013
Primorsko-notranjska;55-59;2023M07;2995
Primorsko-notranjska;55-59;2023M08;3022
Primorsko-notranjska;55-59;2023M09;3023
Primorsko-notranjska;55-59;2023M10;3028
Primorsko-notranjska;55-59;2023M11;3029
Primorsko-notranjska;55-59;2023M12;3021
Primorsko-notranjska;55-59;2024M01;3002
Primorsko-notranjska;55-59;2024M02;3019
Primorsko-notranjska;55-59;2024M03;3018
Primorsko-notranjska;55-59;2024M04;3024
Primorsko-notranjska;55-59;2024M05;3020
Primorsko-notranjska;55-59;2024M06;3023
Primorsko-notranjska;55-59;2024M07;3000
Primorsko-notranjska;55-59;2024M08;2995
Primorsko-notranjska;55-59;2024M09;3000
Primorsko-notranjska;55-59;2024M10;3008
Primorsko-notranjska;55-59;2024M11;3005
Primorsko-notranjska;55-59;2024M12;2960
Primorsko-notranjska;55-59;2025M01;2954
Primorsko-notranjska;60+;2010M01;269
Primorsko-notranjska;60+;2010M02;274
Primorsko-notranjska;60+;2010M03;268
Primorsko-notranjska;60+;2010M04;275
Primorsko-notranjska;60+;2010M05;276
Primorsko-notranjska;60+;2010M06;290
Primorsko-notranjska;60+;2010M07;286
Primorsko-notranjska;60+;2010M08;286
Primorsko-notranjska;60+;2010M09;284
Primorsko-notranjska;60+;2010M10;282
Primorsko-notranjska;60+;2010M11;274
Primorsko-notranjska;60+;2010M12;233
Primorsko-notranjska;60+;2011M01;235
Primorsko-notranjska;60+;2011M02;242
Primorsko-notranjska;60+;2011M03;248
Primorsko-notranjska;60+;2011M04;258
Primorsko-notranjska;60+;2011M05;267
Primorsko-notranjska;60+;2011M06;272
Primorsko-notranjska;60+;2011M07;283
Primorsko-notranjska;60+;2011M08;280
Primorsko-notranjska;60+;2011M09;277
Primorsko-notranjska;60+;2011M10;288
Primorsko-notranjska;60+;2011M11;287
Primorsko-notranjska;60+;2011M12;281
Primorsko-notranjska;60+;2012M01;294
Primorsko-notranjska;60+;2012M02;302
Primorsko-notranjska;60+;2012M03;304
Primorsko-notranjska;60+;2012M04;320
Primorsko-notranjska;60+;2012M05;337
Primorsko-notranjska;60+;2012M06;336
Primorsko-notranjska;60+;2012M07;326
Primorsko-notranjska;60+;2012M08;320
Primorsko-notranjska;60+;2012M09;308
Primorsko-notranjska;60+;2012M10;302
Primorsko-notranjska;60+;2012M11;299
Primorsko-notranjska;60+;2012M12;266
Primorsko-notranjska;60+;2013M01;272
Primorsko-notranjska;60+;2013M02;269
Primorsko-notranjska;60+;2013M03;284
Primorsko-notranjska;60+;2013M04;294
Primorsko-notranjska;60+;2013M05;314
Primorsko-notranjska;60+;2013M06;324
Primorsko-notranjska;60+;2013M07;321
Primorsko-notranjska;60+;2013M08;326
Primorsko-notranjska;60+;2013M09;337
Primorsko-notranjska;60+;2013M10;332
Primorsko-notranjska;60+;2013M11;332
Primorsko-notranjska;60+;2013M12;332
Primorsko-notranjska;60+;2014M01;326
Primorsko-notranjska;60+;2014M02;336
Primorsko-notranjska;60+;2014M03;349
Primorsko-notranjska;60+;2014M04;356
Primorsko-notranjska;60+;2014M05;364
Primorsko-notranjska;60+;2014M06;373
Primorsko-notranjska;60+;2014M07;371
Primorsko-notranjska;60+;2014M08;384
Primorsko-notranjska;60+;2014M09;386
Primorsko-notranjska;60+;2014M10;387
Primorsko-notranjska;60+;2014M11;396
Primorsko-notranjska;60+;2014M12;380
Primorsko-notranjska;60+;2015M01;387
Primorsko-notranjska;60+;2015M02;389
Primorsko-notranjska;60+;2015M03;395
Primorsko-notranjska;60+;2015M04;411
Primorsko-notranjska;60+;2015M05;431
Primorsko-notranjska;60+;2015M06;439
Primorsko-notranjska;60+;2015M07;445
Primorsko-notranjska;60+;2015M08;460
Primorsko-notranjska;60+;2015M09;460
Primorsko-notranjska;60+;2015M10;459
Primorsko-notranjska;60+;2015M11;474
Primorsko-notranjska;60+;2015M12;450
Primorsko-notranjska;60+;2016M01;461
Primorsko-notranjska;60+;2016M02;479
Primorsko-notranjska;60+;2016M03;502
Primorsko-notranjska;60+;2016M04;517
Primorsko-notranjska;60+;2016M05;524
Primorsko-notranjska;60+;2016M06;530
Primorsko-notranjska;60+;2016M07;540
Primorsko-notranjska;60+;2016M08;542
Primorsko-notranjska;60+;2016M09;549
Primorsko-notranjska;60+;2016M10;554
Primorsko-notranjska;60+;2016M11;561
Primorsko-notranjska;60+;2016M12;542
Primorsko-notranjska;60+;2017M01;550
Primorsko-notranjska;60+;2017M02;557
Primorsko-notranjska;60+;2017M03;573
Primorsko-notranjska;60+;2017M04;594
Primorsko-notranjska;60+;2017M05;621
Primorsko-notranjska;60+;2017M06;640
Primorsko-notranjska;60+;2017M07;639
Primorsko-notranjska;60+;2017M08;646
Primorsko-notranjska;60+;2017M09;653
Primorsko-notranjska;60+;2017M10;661
Primorsko-notranjska;60+;2017M11;669
Primorsko-notranjska;60+;2017M12;653
Primorsko-notranjska;60+;2018M01;661
Primorsko-notranjska;60+;2018M02;672
Primorsko-notranjska;60+;2018M03;695
Primorsko-notranjska;60+;2018M04;717
Primorsko-notranjska;60+;2018M05;735
Primorsko-notranjska;60+;2018M06;745
Primorsko-notranjska;60+;2018M07;758
Primorsko-notranjska;60+;2018M08;770
Primorsko-notranjska;60+;2018M09;778
Primorsko-notranjska;60+;2018M10;808
Primorsko-notranjska;60+;2018M11;823
Primorsko-notranjska;60+;2018M12;821
Primorsko-notranjska;60+;2019M01;806
Primorsko-notranjska;60+;2019M02;819
Primorsko-notranjska;60+;2019M03;836
Primorsko-notranjska;60+;2019M04;865
Primorsko-notranjska;60+;2019M05;883
Primorsko-notranjska;60+;2019M06;900
Primorsko-notranjska;60+;2019M07;901
Primorsko-notranjska;60+;2019M08;914
Primorsko-notranjska;60+;2019M09;917
Primorsko-notranjska;60+;2019M10;931
Primorsko-notranjska;60+;2019M11;941
Primorsko-notranjska;60+;2019M12;944
Primorsko-notranjska;60+;2020M01;1221
Primorsko-notranjska;60+;2020M02;1250
Primorsko-notranjska;60+;2020M03;1272
Primorsko-notranjska;60+;2020M04;1285
Primorsko-notranjska;60+;2020M05;1313
Primorsko-notranjska;60+;2020M06;1329
Primorsko-notranjska;60+;2020M07;1348
Primorsko-notranjska;60+;2020M08;1361
Primorsko-notranjska;60+;2020M09;1362
Primorsko-notranjska;60+;2020M10;1377
Primorsko-notranjska;60+;2020M11;1390
Primorsko-notranjska;60+;2020M12;1396
Primorsko-notranjska;60+;2021M01;1320
Primorsko-notranjska;60+;2021M02;1325
Primorsko-notranjska;60+;2021M03;1344
Primorsko-notranjska;60+;2021M04;1365
Primorsko-notranjska;60+;2021M05;1386
Primorsko-notranjska;60+;2021M06;1405
Primorsko-notranjska;60+;2021M07;1409
Primorsko-notranjska;60+;2021M08;1435
Primorsko-notranjska;60+;2021M09;1445
Primorsko-notranjska;60+;2021M10;1462
Primorsko-notranjska;60+;2021M11;1483
Primorsko-notranjska;60+;2021M12;1497
Primorsko-notranjska;60+;2022M01;1453
Primorsko-notranjska;60+;2022M02;1462
Primorsko-notranjska;60+;2022M03;1478
Primorsko-notranjska;60+;2022M04;1500
Primorsko-notranjska;60+;2022M05;1527
Primorsko-notranjska;60+;2022M06;1542
Primorsko-notranjska;60+;2022M07;1527
Primorsko-notranjska;60+;2022M08;1542
Primorsko-notranjska;60+;2022M09;1556
Primorsko-notranjska;60+;2022M10;1565
Primorsko-notranjska;60+;2022M11;1574
Primorsko-notranjska;60+;2022M12;1596
Primorsko-notranjska;60+;2023M01;1515
Primorsko-notranjska;60+;2023M02;1518
Primorsko-notranjska;60+;2023M03;1545
Primorsko-notranjska;60+;2023M04;1568
Primorsko-notranjska;60+;2023M05;1594
Primorsko-notranjska;60+;2023M06;1614
Primorsko-notranjska;60+;2023M07;1615
Primorsko-notranjska;60+;2023M08;1626
Primorsko-notranjska;60+;2023M09;1617
Primorsko-notranjska;60+;2023M10;1634
Primorsko-notranjska;60+;2023M11;1642
Primorsko-notranjska;60+;2023M12;1662
Primorsko-notranjska;60+;2024M01;1604
Primorsko-notranjska;60+;2024M02;1601
Primorsko-notranjska;60+;2024M03;1610
Primorsko-notranjska;60+;2024M04;1639
Primorsko-notranjska;60+;2024M05;1660
Primorsko-notranjska;60+;2024M06;1684
Primorsko-notranjska;60+;2024M07;1689
Primorsko-notranjska;60+;2024M08;1704
Primorsko-notranjska;60+;2024M09;1721
Primorsko-notranjska;60+;2024M10;1730
Primorsko-notranjska;60+;2024M11;1752
Primorsko-notranjska;60+;2024M12;1645
Primorsko-notranjska;60+;2025M01;1624
Goriška;15-24;2010M01;2061
Goriška;15-24;2010M02;2016
Goriška;15-24;2010M03;2007
Goriška;15-24;2010M04;1985
Goriška;15-24;2010M05;1941
Goriška;15-24;2010M06;1901
Goriška;15-24;2010M07;1854
Goriška;15-24;2010M08;1809
Goriška;15-24;2010M09;1881
Goriška;15-24;2010M10;1929
Goriška;15-24;2010M11;1937
Goriška;15-24;2010M12;1903
Goriška;15-24;2011M01;1862
Goriška;15-24;2011M02;1860
Goriška;15-24;2011M03;1839
Goriška;15-24;2011M04;1852
Goriška;15-24;2011M05;1857
Goriška;15-24;2011M06;1821
Goriška;15-24;2011M07;1768
Goriška;15-24;2011M08;1714
Goriška;15-24;2011M09;1713
Goriška;15-24;2011M10;1740
Goriška;15-24;2011M11;1730
Goriška;15-24;2011M12;1675
Goriška;15-24;2012M01;1669
Goriška;15-24;2012M02;1658
Goriška;15-24;2012M03;1646
Goriška;15-24;2012M04;1654
Goriška;15-24;2012M05;1647
Goriška;15-24;2012M06;1618
Goriška;15-24;2012M07;1574
Goriška;15-24;2012M08;1504
Goriška;15-24;2012M09;1492
Goriška;15-24;2012M10;1498
Goriška;15-24;2012M11;1484
Goriška;15-24;2012M12;1440
Goriška;15-24;2013M01;1425
Goriška;15-24;2013M02;1390
Goriška;15-24;2013M03;1363
Goriška;15-24;2013M04;1353
Goriška;15-24;2013M05;1350
Goriška;15-24;2013M06;1322
Goriška;15-24;2013M07;1291
Goriška;15-24;2013M08;1266
Goriška;15-24;2013M09;1247
Goriška;15-24;2013M10;1278
Goriška;15-24;2013M11;1260
Goriška;15-24;2013M12;1220
Goriška;15-24;2014M01;1181
Goriška;15-24;2014M02;1191
Goriška;15-24;2014M03;1192
Goriška;15-24;2014M04;1208
Goriška;15-24;2014M05;1213
Goriška;15-24;2014M06;1222
Goriška;15-24;2014M07;1203
Goriška;15-24;2014M08;1174
Goriška;15-24;2014M09;1206
Goriška;15-24;2014M10;1287
Goriška;15-24;2014M11;1293
Goriška;15-24;2014M12;1280
Goriška;15-24;2015M01;1295
Goriška;15-24;2015M02;1298
Goriška;15-24;2015M03;1274
Goriška;15-24;2015M04;1271
Goriška;15-24;2015M05;1285
Goriška;15-24;2015M06;1290
Goriška;15-24;2015M07;1273
Goriška;15-24;2015M08;1252
Goriška;15-24;2015M09;1317
Goriška;15-24;2015M10;1403
Goriška;15-24;2015M11;1407
Goriška;15-24;2015M12;1389
Goriška;15-24;2016M01;1371
Goriška;15-24;2016M02;1384
Goriška;15-24;2016M03;1418
Goriška;15-24;2016M04;1451
Goriška;15-24;2016M05;1480
Goriška;15-24;2016M06;1491
Goriška;15-24;2016M07;1480
Goriška;15-24;2016M08;1456
Goriška;15-24;2016M09;1496
Goriška;15-24;2016M10;1587
Goriška;15-24;2016M11;1588
Goriška;15-24;2016M12;1538
Goriška;15-24;2017M01;1580
Goriška;15-24;2017M02;1624
Goriška;15-24;2017M03;1657
Goriška;15-24;2017M04;1696
Goriška;15-24;2017M05;1706
Goriška;15-24;2017M06;1732
Goriška;15-24;2017M07;1706
Goriška;15-24;2017M08;1665
Goriška;15-24;2017M09;1715
Goriška;15-24;2017M10;1877
Goriška;15-24;2017M11;1905
Goriška;15-24;2017M12;1878
Goriška;15-24;2018M01;1886
Goriška;15-24;2018M02;1910
Goriška;15-24;2018M03;1946
Goriška;15-24;2018M04;1962
Goriška;15-24;2018M05;1969
Goriška;15-24;2018M06;1975
Goriška;15-24;2018M07;1950
Goriška;15-24;2018M08;1909
Goriška;15-24;2018M09;1982
Goriška;15-24;2018M10;2078
Goriška;15-24;2018M11;2120
Goriška;15-24;2018M12;2118
Goriška;15-24;2019M01;2152
Goriška;15-24;2019M02;2175
Goriška;15-24;2019M03;2171
Goriška;15-24;2019M04;2165
Goriška;15-24;2019M05;2168
Goriška;15-24;2019M06;2151
Goriška;15-24;2019M07;2125
Goriška;15-24;2019M08;2099
Goriška;15-24;2019M09;2123
Goriška;15-24;2019M10;2205
Goriška;15-24;2019M11;2252
Goriška;15-24;2019M12;2210
Goriška;15-24;2020M01;2247
Goriška;15-24;2020M02;2251
Goriška;15-24;2020M03;2217
Goriška;15-24;2020M04;2112
Goriška;15-24;2020M05;2040
Goriška;15-24;2020M06;2026
Goriška;15-24;2020M07;2010
Goriška;15-24;2020M08;1962
Goriška;15-24;2020M09;2008
Goriška;15-24;2020M10;2057
Goriška;15-24;2020M11;2049
Goriška;15-24;2020M12;1983
Goriška;15-24;2021M01;1963
Goriška;15-24;2021M02;1988
Goriška;15-24;2021M03;2000
Goriška;15-24;2021M04;1979
Goriška;15-24;2021M05;1993
Goriška;15-24;2021M06;2053
Goriška;15-24;2021M07;2069
Goriška;15-24;2021M08;2014
Goriška;15-24;2021M09;2066
Goriška;15-24;2021M10;2176
Goriška;15-24;2021M11;2170
Goriška;15-24;2021M12;2162
Goriška;15-24;2022M01;2168
Goriška;15-24;2022M02;2191
Goriška;15-24;2022M03;2221
Goriška;15-24;2022M04;2236
Goriška;15-24;2022M05;2233
Goriška;15-24;2022M06;2232
Goriška;15-24;2022M07;2199
Goriška;15-24;2022M08;2151
Goriška;15-24;2022M09;2195
Goriška;15-24;2022M10;2306
Goriška;15-24;2022M11;2306
Goriška;15-24;2022M12;2289
Goriška;15-24;2023M01;2284
Goriška;15-24;2023M02;2279
Goriška;15-24;2023M03;2297
Goriška;15-24;2023M04;2274
Goriška;15-24;2023M05;2256
Goriška;15-24;2023M06;2266
Goriška;15-24;2023M07;2223
Goriška;15-24;2023M08;2159
Goriška;15-24;2023M09;2193
Goriška;15-24;2023M10;2273
Goriška;15-24;2023M11;2260
Goriška;15-24;2023M12;2229
Goriška;15-24;2024M01;2217
Goriška;15-24;2024M02;2205
Goriška;15-24;2024M03;2174
Goriška;15-24;2024M04;2194
Goriška;15-24;2024M05;2201
Goriška;15-24;2024M06;2189
Goriška;15-24;2024M07;2172
Goriška;15-24;2024M08;2113
Goriška;15-24;2024M09;2159
