MERITVE;STATISTIČNA REGIJA;LETO;DATA
Število prebivalcev - 1. julij;Koroška;2013;71945
Število prebivalcev - 1. julij;Koroška;2014;71390
Število prebivalcev - 1. julij;Koroška;2015;71218
Število prebivalcev - 1. julij;Koroška;2016;71010
Število prebivalcev - 1. julij;Koroška;2017;70817
Število prebivalcev - 1. julij;Koroška;2018;70603
Število prebivalcev - 1. julij;Koroška;2019;70683
Število prebivalcev - 1. julij;Koroška;2020;70835
Število prebivalcev - 1. julij;Koroška;2021;70636
Število prebivalcev - 1. julij;Koroška;2022;70648
Število prebivalcev - 1. julij;Koroška;2023;70674
Število prebivalcev - 1. julij;Koroška;2024;70512
Število prebivalcev - 1. julij;Savinjska;2008;258201
Število prebivalcev - 1. julij;Savinjska;2009;259741
Število prebivalcev - 1. julij;Savinjska;2010;260039
Število prebivalcev - 1. julij;Savinjska;2011;260093
Število prebivalcev - 1. julij;Savinjska;2012;260545
Število prebivalcev - 1. julij;Savinjska;2013;260479
Število prebivalcev - 1. julij;Savinjska;2014;259935
Število prebivalcev - 1. julij;Savinjska;2015;254237
Število prebivalcev - 1. julij;Savinjska;2016;254824
Število prebivalcev - 1. julij;Savinjska;2017;255118
Število prebivalcev - 1. julij;Savinjska;2018;255703
Število prebivalcev - 1. julij;Savinjska;2019;257425
Število prebivalcev - 1. julij;Savinjska;2020;258345
Število prebivalcev - 1. julij;Savinjska;2021;258677
Število prebivalcev - 1. julij;Savinjska;2022;259306
Število prebivalcev - 1. julij;Savinjska;2023;261137
Število prebivalcev - 1. julij;Savinjska;2024;262450
Število prebivalcev - 1. julij;Zasavska;2008;44862
Število prebivalcev - 1. julij;Zasavska;2009;44740
Število prebivalcev - 1. julij;Zasavska;2010;44483
Število prebivalcev - 1. julij;Zasavska;2011;44106
Število prebivalcev - 1. julij;Zasavska;2012;43775
Število prebivalcev - 1. julij;Zasavska;2013;43341
Število prebivalcev - 1. julij;Zasavska;2014;42824
Število prebivalcev - 1. julij;Zasavska;2015;57567
Število prebivalcev - 1. julij;Zasavska;2016;57466
Število prebivalcev - 1. julij;Zasavska;2017;57257
Število prebivalcev - 1. julij;Zasavska;2018;57050
Število prebivalcev - 1. julij;Zasavska;2019;57059
Število prebivalcev - 1. julij;Zasavska;2020;57148
Število prebivalcev - 1. julij;Zasavska;2021;56917
Število prebivalcev - 1. julij;Zasavska;2022;56942
Število prebivalcev - 1. julij;Zasavska;2023;57283
Število prebivalcev - 1. julij;Zasavska;2024;57195
Število prebivalcev - 1. julij;Posavska;2008;69872
Število prebivalcev - 1. julij;Posavska;2009;70091
Število prebivalcev - 1. julij;Posavska;2010;70192
Število prebivalcev - 1. julij;Posavska;2011;70086
Število prebivalcev - 1. julij;Posavska;2012;70215
Število prebivalcev - 1. julij;Posavska;2013;70244
Število prebivalcev - 1. julij;Posavska;2014;69994
Število prebivalcev - 1. julij;Posavska;2015;75727
Število prebivalcev - 1. julij;Posavska;2016;75694
Število prebivalcev - 1. julij;Posavska;2017;75422
Število prebivalcev - 1. julij;Posavska;2018;75418
Število prebivalcev - 1. julij;Posavska;2019;75807
Število prebivalcev - 1. julij;Posavska;2020;75983
Število prebivalcev - 1. julij;Posavska;2021;75732
Število prebivalcev - 1. julij;Posavska;2022;75749
Število prebivalcev - 1. julij;Posavska;2023;75974
Število prebivalcev - 1. julij;Posavska;2024;75924
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2008;140376
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2009;141935
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2010;142408
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2011;142554
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2012;142749
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2013;142605
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2014;142237
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2015;142356
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2016;142672
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2017;142742
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2018;143382
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2019;144688
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2020;145859
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2021;145879
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2022;146429
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2023;147406
Število prebivalcev - 1. julij;Jugovzhodna Slovenija;2024;148273
Število prebivalcev - 1. julij;Osrednjeslovenska;2008;516249
Število prebivalcev - 1. julij;Osrednjeslovenska;2009;526636
Število prebivalcev - 1. julij;Osrednjeslovenska;2010;531811
Število prebivalcev - 1. julij;Osrednjeslovenska;2011;534807
Število prebivalcev - 1. julij;Osrednjeslovenska;2012;537712
Število prebivalcev - 1. julij;Osrednjeslovenska;2013;542447
Število prebivalcev - 1. julij;Osrednjeslovenska;2014;547730
Število prebivalcev - 1. julij;Osrednjeslovenska;2015;535375
Število prebivalcev - 1. julij;Osrednjeslovenska;2016;537893
Število prebivalcev - 1. julij;Osrednjeslovenska;2017;540369
Število prebivalcev - 1. julij;Osrednjeslovenska;2018;543964
Število prebivalcev - 1. julij;Osrednjeslovenska;2019;552221
Število prebivalcev - 1. julij;Osrednjeslovenska;2020;554823
Število prebivalcev - 1. julij;Osrednjeslovenska;2021;555441
Število prebivalcev - 1. julij;Osrednjeslovenska;2022;556862
Število prebivalcev - 1. julij;Osrednjeslovenska;2023;564297
Število prebivalcev - 1. julij;Osrednjeslovenska;2024;566811
Število prebivalcev - 1. julij;Gorenjska;2008;200952
Število prebivalcev - 1. julij;Gorenjska;2009;202470
Število prebivalcev - 1. julij;Gorenjska;2010;203192
Število prebivalcev - 1. julij;Gorenjska;2011;203703
Število prebivalcev - 1. julij;Gorenjska;2012;204170
Število prebivalcev - 1. julij;Gorenjska;2013;203926
Število prebivalcev - 1. julij;Gorenjska;2014;203894
Število prebivalcev - 1. julij;Gorenjska;2015;203929
Število prebivalcev - 1. julij;Gorenjska;2016;203654
Število prebivalcev - 1. julij;Gorenjska;2017;203705
Število prebivalcev - 1. julij;Gorenjska;2018;203568
Število prebivalcev - 1. julij;Gorenjska;2019;205717
Število prebivalcev - 1. julij;Gorenjska;2020;207842
Število prebivalcev - 1. julij;Gorenjska;2021;211501
Število prebivalcev - 1. julij;Gorenjska;2022;210747
Število prebivalcev - 1. julij;Gorenjska;2023;209324
Število prebivalcev - 1. julij;Gorenjska;2024;209491
Število prebivalcev - 1. julij;Primorsko-notranjska;2008;51793
Število prebivalcev - 1. julij;Primorsko-notranjska;2009;52163
Število prebivalcev - 1. julij;Primorsko-notranjska;2010;52256
Število prebivalcev - 1. julij;Primorsko-notranjska;2011;52419
Število prebivalcev - 1. julij;Primorsko-notranjska;2012;52423
Število prebivalcev - 1. julij;Primorsko-notranjska;2013;52531
Število prebivalcev - 1. julij;Primorsko-notranjska;2014;52517
Število prebivalcev - 1. julij;Primorsko-notranjska;2015;52551
Število prebivalcev - 1. julij;Primorsko-notranjska;2016;52593
Število prebivalcev - 1. julij;Primorsko-notranjska;2017;52547
Število prebivalcev - 1. julij;Primorsko-notranjska;2018;52315
Število prebivalcev - 1. julij;Primorsko-notranjska;2019;52818
Število prebivalcev - 1. julij;Primorsko-notranjska;2020;53092
Število prebivalcev - 1. julij;Primorsko-notranjska;2021;53257
Število prebivalcev - 1. julij;Primorsko-notranjska;2022;53400
Število prebivalcev - 1. julij;Primorsko-notranjska;2023;53959
Število prebivalcev - 1. julij;Primorsko-notranjska;2024;54067
Število prebivalcev - 1. julij;Goriška;2008;118597
Število prebivalcev - 1. julij;Goriška;2009;119055
Število prebivalcev - 1. julij;Goriška;2010;119126
Število prebivalcev - 1. julij;Goriška;2011;119163
Število prebivalcev - 1. julij;Goriška;2012;119230
Število prebivalcev - 1. julij;Goriška;2013;119019
Število prebivalcev - 1. julij;Goriška;2014;118335
Število prebivalcev - 1. julij;Goriška;2015;118196
Število prebivalcev - 1. julij;Goriška;2016;117931
Število prebivalcev - 1. julij;Goriška;2017;117714
Število prebivalcev - 1. julij;Goriška;2018;117353
Število prebivalcev - 1. julij;Goriška;2019;118008
Število prebivalcev - 1. julij;Goriška;2020;118421
Število prebivalcev - 1. julij;Goriška;2021;118356
Število prebivalcev - 1. julij;Goriška;2022;118202
Število prebivalcev - 1. julij;Goriška;2023;118361
Število prebivalcev - 1. julij;Goriška;2024;118132
Število prebivalcev - 1. julij;Obalno-kraška;2008;107660
Število prebivalcev - 1. julij;Obalno-kraška;2009;109864
Število prebivalcev - 1. julij;Obalno-kraška;2010;110743
Število prebivalcev - 1. julij;Obalno-kraška;2011;111055
Število prebivalcev - 1. julij;Obalno-kraška;2012;111577
Število prebivalcev - 1. julij;Obalno-kraška;2013;112154
Število prebivalcev - 1. julij;Obalno-kraška;2014;112728
Število prebivalcev - 1. julij;Obalno-kraška;2015;112942
Število prebivalcev - 1. julij;Obalno-kraška;2016;113193
Število prebivalcev - 1. julij;Obalno-kraška;2017;113746
Število prebivalcev - 1. julij;Obalno-kraška;2018;114085
Število prebivalcev - 1. julij;Obalno-kraška;2019;115613
Število prebivalcev - 1. julij;Obalno-kraška;2020;116871
Število prebivalcev - 1. julij;Obalno-kraška;2021;118494
Število prebivalcev - 1. julij;Obalno-kraška;2022;118426
Število prebivalcev - 1. julij;Obalno-kraška;2023;118807
Število prebivalcev - 1. julij;Obalno-kraška;2024;119283
Število moških - 1. januar;SLOVENIJA;2008;1000624
Število moških - 1. januar;SLOVENIJA;2009;1003945
Število moških - 1. januar;SLOVENIJA;2010;1014107
Število moških - 1. januar;SLOVENIJA;2011;1014563
Število moških - 1. januar;SLOVENIJA;2012;1016731
Število moških - 1. januar;SLOVENIJA;2013;1019061
Število moških - 1. januar;SLOVENIJA;2014;1020874
Število moških - 1. januar;SLOVENIJA;2015;1022229
Število moških - 1. januar;SLOVENIJA;2016;1023333
Število moških - 1. januar;SLOVENIJA;2017;1025125
Število moških - 1. januar;SLOVENIJA;2018;1027041
Število moških - 1. januar;SLOVENIJA;2019;1038656
Število moških - 1. januar;SLOVENIJA;2020;1051066
Število moških - 1. januar;SLOVENIJA;2021;1059938
Število moških - 1. januar;SLOVENIJA;2022;1057695
Število moških - 1. januar;SLOVENIJA;2023;1063271
Število moških - 1. januar;SLOVENIJA;2024;1068429
Število moških - 1. januar;Pomurska;2008;59142
Število moških - 1. januar;Pomurska;2009;58215
Število moških - 1. januar;Pomurska;2010;58198
Število moških - 1. januar;Pomurska;2011;58065
Število moških - 1. januar;Pomurska;2012;58078
Število moških - 1. januar;Pomurska;2013;57805
Število moških - 1. januar;Pomurska;2014;57444
Število moških - 1. januar;Pomurska;2015;57345
Število moških - 1. januar;Pomurska;2016;57127
Število moških - 1. januar;Pomurska;2017;56780
Število moških - 1. januar;Pomurska;2018;56509
Število moških - 1. januar;Pomurska;2019;56413
Število moških - 1. januar;Pomurska;2020;56535
Število moških - 1. januar;Pomurska;2021;57024
Število moških - 1. januar;Pomurska;2022;56785
Število moških - 1. januar;Pomurska;2023;56759
Število moških - 1. januar;Pomurska;2024;56688
Število moških - 1. januar;Podravska;2008;158729
Število moških - 1. januar;Podravska;2009;158999
Število moških - 1. januar;Podravska;2010;159622
Število moških - 1. januar;Podravska;2011;159406
Število moških - 1. januar;Podravska;2012;159663
Število moških - 1. januar;Podravska;2013;159869
Število moških - 1. januar;Podravska;2014;160285
Število moških - 1. januar;Podravska;2015;160426
Število moških - 1. januar;Podravska;2016;160228
Število moških - 1. januar;Podravska;2017;160047
Število moških - 1. januar;Podravska;2018;160451
Število moških - 1. januar;Podravska;2019;162310
Število moških - 1. januar;Podravska;2020;164112
Število moških - 1. januar;Podravska;2021;166121
Število moških - 1. januar;Podravska;2022;165922
Število moških - 1. januar;Podravska;2023;166521
Število moških - 1. januar;Podravska;2024;167616
Število moških - 1. januar;Koroška;2008;36925
Število moških - 1. januar;Koroška;2009;36388
Število moških - 1. januar;Koroška;2010;36551
Število moških - 1. januar;Koroška;2011;36401
Število moških - 1. januar;Koroška;2012;36313
Število moških - 1. januar;Koroška;2013;36205
Število moških - 1. januar;Koroška;2014;35947
Število moških - 1. januar;Koroška;2015;35836
Število moških - 1. januar;Koroška;2016;35657
Število moških - 1. januar;Koroška;2017;35494
Število moških - 1. januar;Koroška;2018;35419
Število moških - 1. januar;Koroška;2019;35643
Število moških - 1. januar;Koroška;2020;35828
Število moških - 1. januar;Koroška;2021;35777
Število moških - 1. januar;Koroška;2022;35691
Število moških - 1. januar;Koroška;2023;35809
Število moških - 1. januar;Koroška;2024;35762
Število moških - 1. januar;Savinjska;2008;130199
Število moških - 1. januar;Savinjska;2009;129118
Število moških - 1. januar;Savinjska;2010;129967
Število moških - 1. januar;Savinjska;2011;129441
Število moških - 1. januar;Savinjska;2012;129791
Število moških - 1. januar;Savinjska;2013;129929
Število moških - 1. januar;Savinjska;2014;130054
Število moških - 1. januar;Savinjska;2015;127110
Število moških - 1. januar;Savinjska;2016;127250
Število moških - 1. januar;Savinjska;2017;127753
Število moških - 1. januar;Savinjska;2018;127926
Število moških - 1. januar;Savinjska;2019;129378
Število moških - 1. januar;Savinjska;2020;130607
Število moških - 1. januar;Savinjska;2021;131378
Število moških - 1. januar;Savinjska;2022;131191
Število moških - 1. januar;Savinjska;2023;132092
Število moških - 1. januar;Savinjska;2024;133118
Število moških - 1. januar;Zasavska;2008;22029
Število moških - 1. januar;Zasavska;2009;21813
Število moških - 1. januar;Zasavska;2010;21893
Število moških - 1. januar;Zasavska;2011;21637
Število moških - 1. januar;Zasavska;2012;21513
Število moških - 1. januar;Zasavska;2013;21340
Število moških - 1. januar;Zasavska;2014;21086
Število moških - 1. januar;Zasavska;2015;28385
Število moških - 1. januar;Zasavska;2016;28290
Število moških - 1. januar;Zasavska;2017;28277
Število moških - 1. januar;Zasavska;2018;28183
Število moških - 1. januar;Zasavska;2019;28220
Število moških - 1. januar;Zasavska;2020;28417
Število moških - 1. januar;Zasavska;2021;28540
Število moških - 1. januar;Zasavska;2022;28414
Število moških - 1. januar;Zasavska;2023;28598
Število moških - 1. januar;Zasavska;2024;28718
Število moških - 1. januar;Posavska;2008;35088
Število moških - 1. januar;Posavska;2009;35019
Število moških - 1. januar;Posavska;2010;35218
Število moških - 1. januar;Posavska;2011;35190
Število moških - 1. januar;Posavska;2012;35215
Število moških - 1. januar;Posavska;2013;35317
Število moških - 1. januar;Posavska;2014;35295
Število moških - 1. januar;Posavska;2015;38045
Število moških - 1. januar;Posavska;2016;38116
Število moških - 1. januar;Posavska;2017;37958
Število moških - 1. januar;Posavska;2018;37928
Število moških - 1. januar;Posavska;2019;38232
Število moških - 1. januar;Posavska;2020;38496
Število moških - 1. januar;Posavska;2021;38499
Število moških - 1. januar;Posavska;2022;38336
Število moških - 1. januar;Posavska;2023;38520
Število moških - 1. januar;Posavska;2024;38636
Število moških - 1. januar;Jugovzhodna Slovenija;2008;70823
Število moških - 1. januar;Jugovzhodna Slovenija;2009;70931
Število moških - 1. januar;Jugovzhodna Slovenija;2010;71612
Število moških - 1. januar;Jugovzhodna Slovenija;2011;71780
Število moških - 1. januar;Jugovzhodna Slovenija;2012;71765
Število moških - 1. januar;Jugovzhodna Slovenija;2013;71641
Število moških - 1. januar;Jugovzhodna Slovenija;2014;71730
Število moških - 1. januar;Jugovzhodna Slovenija;2015;71737
Število moških - 1. januar;Jugovzhodna Slovenija;2016;71842
Število moških - 1. januar;Jugovzhodna Slovenija;2017;72044
Število moških - 1. januar;Jugovzhodna Slovenija;2018;72067
Število moških - 1. januar;Jugovzhodna Slovenija;2019;73148
Število moških - 1. januar;Jugovzhodna Slovenija;2020;74239
Število moških - 1. januar;Jugovzhodna Slovenija;2021;74431
Število moških - 1. januar;Jugovzhodna Slovenija;2022;74469
Število moških - 1. januar;Jugovzhodna Slovenija;2023;75081
Število moških - 1. januar;Jugovzhodna Slovenija;2024;75493
Število moških - 1. januar;Osrednjeslovenska;2008;248593
Število moških - 1. januar;Osrednjeslovenska;2009;254639
Število moških - 1. januar;Osrednjeslovenska;2010;259613
Število moških - 1. januar;Osrednjeslovenska;2011;260947
Število moških - 1. januar;Osrednjeslovenska;2012;262171
Število moških - 1. januar;Osrednjeslovenska;2013;264572
Število moških - 1. januar;Osrednjeslovenska;2014;266616
Število moških - 1. januar;Osrednjeslovenska;2015;260881
Število moških - 1. januar;Osrednjeslovenska;2016;262344
Število moških - 1. januar;Osrednjeslovenska;2017;264118
Število moških - 1. januar;Osrednjeslovenska;2018;265937
Število moških - 1. januar;Osrednjeslovenska;2019;270293
Število moških - 1. januar;Osrednjeslovenska;2020;274753
Število moških - 1. januar;Osrednjeslovenska;2021;275712
Število moških - 1. januar;Osrednjeslovenska;2022;274692
Število moških - 1. januar;Osrednjeslovenska;2023;277376
Število moških - 1. januar;Osrednjeslovenska;2024;279500
Število moških - 1. januar;Gorenjska;2008;99038
Število moških - 1. januar;Gorenjska;2009;99514
Število moških - 1. januar;Gorenjska;2010;100247
Število moških - 1. januar;Gorenjska;2011;100481
Število moških - 1. januar;Gorenjska;2012;100810
Število moških - 1. januar;Gorenjska;2013;100842
Število moških - 1. januar;Gorenjska;2014;100895
Število moških - 1. januar;Gorenjska;2015;100930
Število moških - 1. januar;Gorenjska;2016;100962
Število moških - 1. januar;Gorenjska;2017;100955
Število moških - 1. januar;Gorenjska;2018;101018
Število moških - 1. januar;Gorenjska;2019;102013
Število moških - 1. januar;Gorenjska;2020;103616
Število moških - 1. januar;Gorenjska;2021;106131
Število moških - 1. januar;Gorenjska;2022;105950
Število moških - 1. januar;Gorenjska;2023;105534
